commit,mean_rank,frac_interpretability_tests_passed,status,model_name,description
f5421d1,37.02,0.7209,,SparseLinearOLS_k5,"LassoCV-selected top-5 features, refit OLS"
8a3914c,31.28,0.6744,,SparseLinearOLS_k20,"LassoCV-selected top-20 features, refit OLS"
a583e30,34.60,0.6977,,CorrTopKOLS,"Univariate-correlation-selected top-8 features, refit OLS"
f6d3f41,34.82,0.6744,,ElasticNetOLS,"ElasticNetCV-selected top-8 features, refit OLS"
3662621,43.42,0.6744,,HuberSparseLinear,"LassoCV-selected top-8 features, refit Huber regression (robust to outliers)"
0730fd2,33.00,0.6977,,ResidualSparseOLS,"Sparse OLS top-8, then LassoCV on residuals adds up to 4 more features; final OLS refit on union"
cf0007e,37.46,0.6744,,PreScreenOLS,"Drop low-variance and >0.95 correlated features, then LassoCV top-8 + OLS refit"
ff09966,35.42,0.6744,,BaggedSparseOLS,Stability selection: 10 bootstraps of LassoCV; keep features chosen >=40% of bags; OLS refit
0963f67,35.49,0.7674,,ThresholdOLSPrune,OLS on all features; iteratively prune feats with |coef*std| < 1% of max; refit OLS
be50531,35.52,0.6977,,ThresholdOLSPrune_01pct,OLS on all features; iteratively prune feats with |coef*std| < 0.1% of max; refit OLS
99aff21,35.14,0.6512,,SparseRidgeRefit,"LassoCV-selected top-8 features, refit RidgeCV (over alphas 0.01-10)"
0dee03c,21.20,0.5116,,StumpAdditive,"Per top-8 features: linear term + one stump indicator (best quantile threshold), joint OLS"
74b5fb3,37.26,0.6977,,GBMSelectedOLS,"GBM importance picks top-8 features, OLS refit; clean linear formula"
9c4f581,22.20,0.5116,,SparseQuadOLS,"Top-8 LassoCV linear features + x^2 of top-3 of those, joint OLS"
f196d9c,23.20,0.5116,,MutualInfoOLS,"Mutual-information selects top-8 features, refit OLS clean linear formula"
02aabca,24.20,0.5116,,ReweightedSparseOLS,LassoCV top-8 + 2 IRLS refits with weights 1/(1+|r|/3MAD); clean linear formula
e14bca2,25.20,0.5116,,SparseLinearOLS_k12,"LassoCV-selected top-12 features, refit OLS"
1af6f03,26.20,0.5116,,PureLassoCV,LassoCV on standardized X; coefs projected back to original scale; only nonzero shown
b5d6657,27.20,0.5116,,PrunedRidgeCV,RidgeCV on all feats; prune feats with |c*std|<5% max; refit RidgeCV
076cd15,28.20,0.5116,,OMPSparseOLS,OrthogonalMatchingPursuit picks top-8 support; refit OLS in original space
df09e13,29.20,0.5116,,SparseLinearOLS_k9,"LassoCV-selected top-9 features, refit OLS; v1 formatting"
a17e9b9,31.82,0.5581,,ShallowTreeOLS,4-leaf decision tree partitions data; per-leaf OLS on top-3 LassoCV features
26ddde2,nan,0.0000,,PlainOLS,Vanilla LinearRegression on all features (subclass; uses OLS isinstance formatter)
c66cb47,30.20,0.5116,,PlainOLSv2,Vanilla LinearRegression on all features (subclass; uses OLS isinstance formatter)
3d40211,31.20,0.5116,,TopKContribOLS,"Full OLS, rank features by |coef*std|, keep top-8, refit OLS"
f53ad88,31.66,0.6512,,WinsorizedSparseOLS,"Clip features to [p1,p99] then LassoCV-select top-8, OLS refit"
b915ff5,38.25,0.6744,,SparseLinearOLS_k7,"LassoCV-selected top-7 features, refit OLS"
beccc84,39.00,0.6977,,NormalizedYOLS,LassoCV on z-scored y to pick support; OLS refit on raw y
5ffe36e,45.40,0.6744,,TopCorrOLS3,Top-3 features by |Pearson corr|; OLS refit (very sparse)
