commit,mean_rank,frac_interpretability_tests_passed,status,model_name,description
310b307,7.68,0.4884,,AbsRidge1,RidgeCV on all linear + quadratic features
54846f0,7.95,0.6279,,AbsRidge1,Adaptive Ridge: auto-selects best nonlinear term type per dataset
b1d81ff,8.85,0.6279,,AbsRidge1,AdaptiveRidge v2: optimized search (top-8 features) for speed
0c07342,8.37,0.6279,,AbsRidge1,AdaptiveRidge v3: top-15 features for better coverage
fb6c860,7.95,0.6279,,AbsRidge1,AdaptiveRidge v4: search all features (no pre-filter)
bf9526f,8.06,0.5581,,AbsRidge1,AdaptiveRidge v5: more quantile thresholds (5 instead of 3)
5b27001,7.97,0.6512,,AbsRidge1,AdaptiveRidge v6: adds |x| option + reverts to 3 quantile thresholds
78485b1,7.75,0.6512,,AbsRidge1,AdaptiveRidge v7: adds log(1+|x|) option for diminishing returns patterns
87bd53a,7.65,0.6512,,AbsRidge1,AdaptiveRidge v8: adds sqrt(|x|) option
f06da2c,7.58,0.6512,,AbsRidge1,AdaptiveRidge v9: adds exp(-|x|) decay option (7 types total)
0f2034c,7.57,0.6512,,AbsRidge1,AdaptiveRidge v10: 9 basis types (adds signed_sq and inv)
2268264,6.97,0.6744,,AbsRidge1,AdaptiveRidge v11: 10 types + pairwise interaction search
aeebf06,6.97,0.6744,,AbsRidge1,AdaptiveRidge v12: expanded interaction search to top 15 features
3a5487f,6.97,0.6744,,AbsRidge1,AdaptiveRidge final: best model — adaptive nonlinear augmentation with 10 basis types
7c9e6cb,6.92,0.6744,,AbsRidge1,AdaptiveRidge 5cv: uses 5-fold CV for more reliable augmentation selection
2c69d76,6.97,0.6744,,AbsRidge1,"AdaptiveRidge best: 10 basis types + interactions, 3-fold CV"
6d3bd33,6.97,0.6744,,AbsRidge1,AdaptiveRidge best2: pre-screens with residual then CV evaluates
3c4e82b,6.55,0.6279,,AbsRidge1,AdaptiveRidge with 2 greedy augmentations
49f4b3c,6.55,0.6279,,AbsRidge1,AdaptiveRidge 2-aug final: best rank model
cab7577,6.51,0.6047,,AbsRidge1,"AdaptiveRidge 2-aug v2: expanded 2nd aug search (quad,abs,log,interact)"
f57b160,6.89,0.6279,,AbsRidge1,AdaptiveRidge fast: pre-screened search (top-20 by correlation) + 2 aug
e584b54,6.83,0.6279,,AbsRidge1,AdaptiveRidge fast30: pre-screened top-30 + 2 aug
53c6ea9,6.72,0.6279,,AbsRidge1,AdaptiveRidge fast40: pre-screened top-40 + 2 aug
ddf73f5,6.54,0.6279,,AbsRidge1,AdaptiveRidge fast60: pre-screened top-60 + 2 aug
d7e025f,7.02,0.7209,,AbsRidge1,AdaptiveRidge 1-aug with top-60 pre-screen
b465609,6.97,0.6977,,AbsRidge1,AdaptiveRidge 1-aug with top-80 pre-screen
8c1aa2f,7.02,0.7209,,AbsRidge1,AdaptiveRidge: auto-selects best nonlinear term from 10 basis types + interactions
b869c13,7.02,0.7209,,AbsRidge1,AdaptiveRidge 1aug + 15-feature interaction search
ab43022,7.02,0.7209,,AbsRidge1,AdaptiveRidge: Ridge + best adaptive nonlinear term from 10 types + interactions
0f01435,7.68,0.7442,,AdaptiveRidgeRFE,AdaptiveRidge with RFE for high-dim datasets (max 15 features)
7054db2,7.17,0.6279,,AdaptiveRidgeRFE2aug,AdaptiveRidge with RFE for high-dim datasets (max 15 features)
607d825,7.75,0.4651,,InterpEBM,EBM with readable shaping function display (7 sample points per feature)
b536625,7.75,0.4186,,InterpEBM_v2,EBM with coarsened step function display (max 6 segments per feature)
f6a7c32,7.42,0.6744,,AdaptRidge_easy,"AdaptiveRidge restricted to LLM-friendly augmentations (quad, abs, thresh, hinge, interact)"
0977b05,10.85,0.6512,,AdaptRidge_r2,AdaptiveRidge 1-aug with 2-decimal coefficient rounding
25511c2,7.75,0.4186,,LinEBM,EBM linearized: slopes + threshold corrections in equation format
b14385e,14.22,0.4884,,LinEBM_v2,EBM-guided linearization: slopes + threshold corrections with consistent predict
c966c78,8.98,0.6744,,AdaptElastic,AdaptiveRidge 1-aug with ElasticNet final fit for sparsity
b3eed35,7.18,0.2791,,PWLGAM,Piecewise linear GAM: hinge basis functions at 2 quantile knots per feature
ffc79bd,9.23,0.6512,,BasisSelect,"Per-feature basis selection (identity/quad/abs) + Ridge, n terms total"
4ea7074,7.02,0.7209,,AdaptRidge_final,AdaptiveRidge: auto-selects best nonlinear term from 10 basis types + interactions
e040589,14.05,0.5581,,InterpEBM_v3,EBM with 4-segment step functions — prediction matches display
2186a73,7.98,0.6744,,EBMGuidedRidge,Ridge + EBM-guided augmentation: EBM discovers nonlinearity then approx with simple basis
4000276,7.00,0.7209,,AdaptRidge_negH,"AdaptiveRidge with neg_hinge: max(0, t-x) candidates added"
d222b14,7.00,0.7209,,AdaptRidge_clip,AdaptiveRidge + neg_hinge + clip_above/below candidates
d653b9d,7.34,0.7209,,AdaptRidge_fineQ,AdaptiveRidge with 7 quantile thresholds (10-90) instead of 3
ef49ce1,6.97,0.6977,,AdaptRidge_100,AdaptiveRidge neg_hinge+clip with 100-candidate CV search budget
4657ac0,7.83,0.6744,,AdaptRidge_robust,AdaptiveRidge with outlier-robust refit (remove top 5% residuals)
4501c90,9.32,0.6744,,RidgeEBMStep,Ridge + EBM-guided 3-step function for most nonlinear feature
bb2fe12,8.09,0.6512,,DualModel,Weighted average of Ridge equation + shallow decision tree
fc23800,7.00,0.7209,,InterpretableRegressor,AdaptiveRidge: Ridge + best nonlinear term from 12 basis types + interactions
27673da,9.40,0.5116,,NeuralAugRidge,Ridge + 2-unit ReLU neural net on most nonlinear feature
54ecc40,12.03,0.6977,,ShrunkTree,Decision tree (10 leaves) with manual hierarchical shrinkage (λ=0.5)
2f75cff,7.00,0.7209,,InterpretableRegressor,AdaptiveRidge: Ridge + best nonlinear term from 12+ basis types + interactions
