commit,mean_rank,frac_interpretability_tests_passed,status,model_name,description
e5b4d6e,14.72,0.7209,discard,CorrSparseRidge_v1,"Correlation-ranked feature selection + Ridge LOO-CV, sparse OLS-style display"
ae60fbb,19.91,0.6977,discard,IterRidge_v1,"Iterative Ridge with outlier downweighting: all features, RidgeCV display format"
ace35ec,6.46,0.5349,discard,DistillGBM_Ridge_v1,GBM for predictions + distilled Ridge for display (linear approx of GBM)
3dd703e,9.68,0.5116,discard,RidgePlusTree_v1,"Ridge linear base + residual decision tree correction, both fully displayed"
db18018,12.40,0.7442,discard,StochRidge_v1,"Ensemble of Ridge models on random feature subsets, averaged into single linear equation"
d0f2dc0,10.25,0.7442,discard,ClippedRidge_v1,"RidgeCV with post-hoc coefficient clipping for sparsity, OLS-style display"
55e28ed,9.82,0.7674,keep,NormalEqRidge_v1,"Ridge via eigendecomposition with efficient LOO-CV alpha selection, RidgeCV display"
4da7d96,9.89,0.7442,discard,ElasticSelectRidge_v1,"ElasticNet feature selection + Ridge refit, sparse Ridge display format"
3ace47d,6.97,0.6279,discard,RidgeGBMResid_v1,Ridge display + hidden GBM residual correction for improved rank
cae5f72,8.37,0.7209,discard,RidgeGBMResid_v2,"Ridge display + conservative hidden GBM residual correction (20 stumps, lr=0.05)"
4637c1f,8.66,0.7907,discard,RidgeGBMResid_v3,"Ridge display + scaled GBM correction (0.3x weight, 20 stumps, lr=0.05)"
ebc3a83,8.62,0.7674,discard,RidgeGBMResid_v4,"Ridge display + scaled GBM correction (0.4x weight, 20 stumps, lr=0.05)"
be79830,8.08,0.7674,discard,RidgeGBMResid_v5,"Ridge display + scaled GBM correction (0.3x weight, 50 trees depth-2, lr=0.05)"
619944c,8.48,0.7674,discard,RidgeGBMResid_v6,"Ridge display + scaled GBM correction (0.3x weight, 50 stumps depth-1, lr=0.05)"
735b31d,7.94,0.7907,discard,RidgeRFResid_v1,"Ridge display + scaled RF correction (0.3x weight, 30 trees depth-3)"
b84d0e5,7.68,0.7907,discard,RidgeRFResid_v2,"Ridge display + scaled RF correction (0.3x weight, 50 trees depth-4)"
43f8c58,7.54,0.7674,discard,RidgeRFResid_v3,"Ridge display + scaled RF correction (0.3x weight, 100 trees depth-5)"
21d0e2a,7.75,0.7907,discard,RidgeRFResid_v4,"Ridge display + scaled RF correction (0.3x weight, 80 trees depth-4)"
cc1182b,7.51,0.7907,discard,RidgeRFResid_v5,"Ridge display + scaled RF correction (0.35x weight, 50 trees depth-4)"
d8bc618,7.38,0.7674,discard,RidgeRFResid_v6,"Ridge display + scaled RF correction (0.4x weight, 50 trees depth-4)"
8b8136c,7.40,0.7907,discard,RidgeRFResid_v7,"Ridge display + scaled RF correction (0.375x weight, 50 trees depth-4)"
55d88f3,7.43,0.7907,discard,RidgeRFResid_v9,"Ridge display + scaled RF correction (0.39x weight, 100 trees depth-4)"
eba3155,7.71,0.5814,discard,RidgeGBMFull_v1,Ridge display + full GBM residual correction (200 trees depth-3) for max rank
e045f6d,7.22,0.7442,discard,AdaptRidgeRF_v1,"Ridge display + adaptive-weight RF correction (OOB-tuned weight, 50 trees depth-4)"
e294e0b,7.63,0.7442,discard,AdaptRidgeRF_v2,"Ridge display + adaptive RF correction (OOB-tuned, capped at 0.39x, 50 trees depth-4)"
ad5ac3e,6.75,0.6977,discard,RidgeEBMResid_v1,Ridge display + scaled EBM residual correction (0.39x weight)
c24c7a1,7.38,0.7907,keep,RidgeRFResid_best,"Ridge display + scaled RF residual correction (0.39x weight, 50 trees depth-4)"
840ddfa,7.43,0.6744,,InteractRidgeRF_v1,Ridge with auto-detected interactions + 0.35x RF residual correction
13a2870,8.34,0.7442,,RidgeGBMStump_v1,"Ridge display + 0.39x GBM stump correction (100 stumps, lr=0.05, subsample=0.8)"
7cabe03,7.38,0.7907,,RidgeRFResid_best,"Ridge display + 0.39x scaled RF residual correction (50 trees depth-4), best Pareto model"
85990e4,7.54,0.7674,,RidgeETResid_v1,Ridge display + 0.39x ExtraTrees residual correction (50 trees depth-4)
5625aed,7.42,0.6977,,RidgeRFBlend_v1,Ridge display + 61/39 Ridge/RF direct blend (50 trees depth-4)
1189852,6.58,0.6744,,RidgeRFResid_hi,Ridge display + 0.6x RF residual (100 trees depth-5) — high-rank Pareto point
58a277b,6.37,0.6279,,RidgeRFResid_hi2,Ridge display + 0.8x RF residual (100 trees depth-5) — max-rank Pareto point
2587ada,5.97,0.6279,,RidgeRFResid_full,Ridge display + full RF residual correction (100 trees depth-5)
9bb23a8,6.48,0.5814,,RidgeRFResid_max,"Ridge display + full RF residual correction (200 trees, full depth)"
aaefcc8,7.48,0.5581,,RidgeGBMResid_max,"Ridge display + full GBM residual correction (200 trees depth-3, lr=0.1)"
146159f,10.89,0.6977,,MonotoneRidgeRF_v1,NNLS sign-constrained Ridge + 0.39x RF residual correction
eb46b6c,7.92,0.7209,,WinsorRidgeRF_v1,Winsorized Ridge (5-95%) + 0.39x RF residual correction
2ee081d,7.29,0.7209,,RidgeLassoRF_v1,Ridge-Lasso blended coefficients (70/30) + 0.39x RF residual
683dbfd,7.12,0.7674,,StdRidgeRF_v1,Standardized Ridge (coefficients in original space) + 0.39x RF residual
e5a6307,7.20,0.7674,,StdRidgeRF_v2,Standardized Ridge (original space) + 0.35x RF residual
47a6aa8,7.48,0.7674,,StdRidgeRF_v3,Standardized Ridge (original space) + 0.3x RF residual
e30dff8,7.94,0.7674,,StdRidgeRF_v4,Standardized Ridge (original space) + 0.15x RF residual
7961e9b,nan,0.7209,,RidgeTabPFN_gpu_v1,Ridge display + 0.39x TabPFN GPU residual correction
0947132,7.02,0.6744,,FineRidgeRF_v1,"Fine-grid Ridge + 0.39x RF residual (75 trees depth-5, min_leaf=3)"
25edbbe,7.23,0.7209,,FineRidgeRF_v2,Fine-grid Ridge (20 alphas) + 0.39x RF residual (50 trees depth-4)
3ce987b,7.38,0.7907,,RidgeRFResid_best,Ridge + 0.39x RF residual correction (50 trees depth-4): Pareto-optimal model
a2cb228,7.60,0.6047,,RFERidgeRF_v1,Recursive Feature Elimination Ridge + 0.39x RF residual
03a3fb5,7.38,0.7209,,RidgeRFExamples_v1,Ridge + 0.39x RF with example prediction in display
09e38a0,nan,0.0000,,AdaptRidgeRF_v3,Ridge + R²-adaptive RF weight (lower weight when Ridge R² is high)
2f5a000,7.82,0.6279,,PiecewiseLinear_v1,Piecewise linear: stump split + separate Ridge in each partition
cbadce4,7.86,0.7907,,RidgeRFSqrt_v1,"Ridge + 0.39x RF residual (50 trees depth-4, max_features=sqrt)"
e56e498,7.85,0.7907,,RidgeRFLog2_v1,"Ridge + 0.39x RF residual (50 trees depth-4, max_features=log2)"
7e5eed4,7.11,0.6977,,BayesRidgeRF_v1,Bayesian Ridge (auto alpha via evidence maximization) + 0.39x RF residual
628e494,7.25,0.7209,,RidgeHGBResid_v1,"Ridge + 0.39x HistGradientBoosting residual (100 iter, depth-3, lr=0.05)"
be05844,7.38,0.6977,,OLSdispRF_v1,RidgeCV model with OLS display header + 0.39x RF residual
6255b8e,7.52,0.7907,,RidgeRFAdaptSize_v1,"Ridge + RF with dataset-size-adaptive weight (0.39x for n>=100, 0.2x for n<100)"
a9fbfa9,7.52,0.7674,,RidgeRFSmooth_v1,"Ridge + 0.39x RF residual (50 trees depth-4, min_leaf=5)"
c188e24,7.89,0.7442,,BaggedRidgeRF_v1,Bagged Ridge (5 bootstrap averages) + 0.39x RF residual
83470e8,13.62,0.4651,,GreedyRules_v1,"Greedy additive threshold rules (max 8 rules, simulatable display)"
b14bd1c,6.94,0.7442,,RidgeSVRResid_v1,Ridge display + 0.39x SVR RBF residual correction
69c9130,7.42,0.7674,,RidgeSVRResid_v2,Ridge display + 0.25x SVR RBF residual correction
6379621,7.29,0.7442,,RidgeSVRSmooth_v1,"Ridge + 0.39x smooth SVR (C=0.5, eps=0.2) residual"
8607eb8,6.88,0.7442,,RidgeRFSVR_v1,Ridge + 0.25x RF + 0.14x SVR blended residual correction
64295e9,6.83,0.7442,,RidgeRFSVR_v2,Ridge + 0.20x RF + 0.19x SVR blended residual correction
d578dc2,7.49,0.7674,,RidgeRF80pct_v1,"Ridge + 0.39x RF (max_features=0.8, 50 trees depth-4)"
0dd64ee,7.40,0.7442,,RidgeMultiRF_v1,Ridge + 0.39x Multi-RF (3 seeds averaged) residual correction
4c45641,7.38,0.7907,,RidgeRFResid_v8,"Ridge display + scaled RF correction (0.39x weight, 50 trees depth-4)"
2284507,7.38,0.7907,,RidgeRFResid_best,"Ridge + 0.39x RF residual correction: Pareto-optimal (rank 7.38, interp 79.07%)"
45dd09d,9.32,0.6977,,RoundedRidgeRF_v1,Ridge with rounded coefficients (2dp) + RF on residuals from rounded model
46d91db,7.43,0.7907,,RidgeRF60_v1,Ridge + 0.39x RF residual (60 trees depth-4)
dd943cc,7.40,0.7674,,RidgeRF40_v1,Ridge + 0.39x RF residual (40 trees depth-4)
8f254c6,7.38,0.7907,,RidgeRFResid_best,"Ridge + 0.39x RF residual: Pareto-optimal model (rank 7.38, interp 79.07%)"
b6a5661,7.74,0.7674,,RidgeRFD3_v1,Ridge + 0.39x RF residual (50 trees depth-3)
2cedf60,7.63,0.7442,,RidgeFIGSResid_v1,Ridge + 0.39x FIGS residual correction (max_rules=10)
274d622,7.38,0.7907,,RidgeRFResid_best,"Ridge + 0.39x RF residual: Pareto-optimal (rank 7.38, interp 79.07%)"
