commit,mean_rank,frac_interpretability_tests_passed,status,model_name,description
d070464,37.78,0.7907,keep,ThresholdOLS_1pct,"OLS on all features, drop those whose |coef*std(x)| contribution is <1% of the top feature's, OLS refit on the retained subset (gentler threshold than 2pct)"
1231f3d,36.18,0.7209,discard,ThresholdOLS_5pct,"OLS on all features, drop those whose |coef*std(x)| contribution is <5% of the top feature's, OLS refit on the retained subset (stronger sparsity)"
31859a9,36.51,0.6977,discard,ThresholdOLS_0p5pct,"OLS on all features, drop those whose |coef*std(x)| contribution is <0.5% of the top feature's, OLS refit on the retained subset (very light pruning)"
d771bbe,28.23,0.6977,discard,IterThreshOLS_1pct,Iteratively fit OLS and prune features with |coef*std(x)| <1% of current top (up to 5 rounds); lets the threshold boundary re-settle as collinear features are removed
4e4d878,36.92,0.7209,discard,ThresholdRidge_1pct,"OLS on all features to rank by |coef*std(x)|, drop features below 1% of top contribution, RidgeCV refit on retained subset (L2 stabilizes coefs for mildly correlated features)"
8105d7f,25.69,0.6744,discard,ForwardStepOLS,"Forward-stepwise feature selection: greedily add features by R^2 gain, stop when gain<0.1% or 15 features, OLS refit"
00558bb,29.63,0.6977,discard,LassoLarsBIC_OLS,"LassoLarsIC with BIC criterion (no CV needed) for feature selection, OLS refit on non-zero set; typically sparser than LassoCV"
c24f321,24.72,0.7442,keep,LassoLarsAIC_OLS,"LassoLarsIC with AIC criterion (less aggressive than BIC, keeps more features) for feature selection, OLS refit on non-zero set"
e0ecb03,27.40,0.6512,discard,LassoLarsAIC_Thresh_OLS,"LassoLarsIC(AIC) selects features, then threshold-prune (drop |coef*std|<1% of top), OLS refit. Combines AIC's rank strength with threshold pruning's interp boost"
6040ab0,51.63,0.4884,discard,QuantileBinOLS,"Per-feature tercile binning: bin(x) = -1 (low), 0 (mid), +1 (high); OLS on the binned features with threshold pruning"
f6be9e9,38.92,0.6977,discard,LassoLarsAIC_Rounded3,LassoLarsIC(AIC) + OLS refit with coefficients rounded to 3 decimal places; simpler printed equation may help LLM interpretability tests
c3ea96d,29.54,0.7442,discard,LassoLarsAIC_Top10,"LassoLarsIC(AIC) for selection, capped at top-10 features by |coef|, OLS refit; compact formula via AIC + hard cap"
cca4d9b,32.89,0.6977,discard,LassoLarsAIC_Ridge,"LassoLarsIC(AIC) for feature selection, RidgeCV refit on selected subset for L2-stabilized coefs"
8f5f922,37.66,0.7907,keep,ThresholdOLS_1p5pct,"OLS on all features, drop those whose |coef*std(x)| contribution is <1.5% of top, OLS refit (between 1pct and 2pct thresholds)"
c0c61dc,nan,0.0000,crash,Lars10_OLS,"LARS selects top-10 features by correlation path, OLS refit on them"
4be6288,34.49,0.6744,discard,SignificanceOLS_t2,OLS on all features; drop features with |t-statistic| < 2; OLS refit on significant subset
6e92d90,26.51,0.6977,discard,AdaptiveLassoOLS,"Two-stage adaptive Lasso (Ridge-weighted penalty 1/|beta_ridge|) for feature selection, OLS refit on non-zero subset"
6f68b6a,35.35,0.6744,discard,BaggedOLS30,Average coefficients from 30 bootstrap OLS fits (bagged OLS) for lower-variance linear model; intercept recalibrated on full data
ddcbfee,32.57,0.6744,discard,OMP_OLS10,"Orthogonal Matching Pursuit selects 10 features greedily by max correlation with residual, OLS refit"
15d15a6,36.62,0.7209,discard,LassoLarsAIC_Top5,"LassoLarsIC(AIC) for selection, hard cap top-5 features by |coef|, OLS refit on compact subset"
b6e878f,38.09,0.6977,discard,ThresholdOLS_3pct,"OLS on all features, drop those with |coef*std(x)| contribution <3% of top, OLS refit (between 2pct and 5pct)"
61ded0f,35.94,0.6744,discard,PearsonCorr_OLS10,"Top-10 features by |Pearson correlation with y|, OLS refit on selected subset"
2afb8cf,33.11,0.7209,discard,SignificanceOLS_t1,OLS on all features; drop features with |t-statistic| < 1 (gentle); OLS refit
e2d61a5,34.34,0.5814,discard,WinsorThreshOLS_1p5,"Winsorize X at 1st/99th percentile per feature, then ThresholdOLS at 1.5% contribution threshold; aims to limit outlier leverage"
1708530,36.62,0.6744,discard,StabilitySel_OLS,"Stability selection: count LassoCV selection frequency across 20 bootstrap subsamples, keep features with frequency >=60%, OLS refit"
39e2388,27.08,0.6047,discard,LassoLarsAIC_Thresh_2pct,"LassoLarsIC(AIC) selects features, threshold-prune (drop |coef*std|<2% of top), OLS refit on final subset"
078c6d0,29.31,0.7442,discard,LassoLarsAIC_Top15,"LassoLarsIC(AIC) for selection, hard cap top-15 features by |coef|, OLS refit on compact subset"
75780ef,31.71,0.6744,discard,HuberThreshOLS_1p5,"Huber regression (robust to y-outliers) ranks features by |coef*std|, keep those >=1.5% of top, OLS refit for final equation"
